job_titles,company_names,company_locations,work_methods,post_dates,work_times
"Lead Data Analyst – Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,"Agoda · Vancouver, BC · 5 days ago · 13 applicants","Full-time
Matches your job preferences, job type is Full-time.",5 days ago,Full-time
Data Analysis and Knowledge Mobilization Officer,BC Public Service,"BC Public Service · British Columbia, Canada · 2 days ago · 55 applicants","CA$80,652.20/yr - CA$91,992.70/yr",2 days ago,Hybrid
"Sr. Intelligence Analyst - Targeted Intrusion, China Mission (Remote)",CrowdStrike,"CrowdStrike · Toronto, ON · Reposted 2 weeks ago · 66 applicants",Remote,Reposted 2 weeks ago,Full-time
"Sr. Intelligence Analyst - Targeted Intrusion, China Mission (Remote)",CrowdStrike,"CrowdStrike · New Brunswick, Canada · Reposted 2 weeks ago · 31 applicants",Remote,Reposted 2 weeks ago,Full-time
"Sr. Analyst, Market Insights, TH, CPG",Tim Hortons,"Tim Hortons · Toronto, ON · Reposted 2 weeks ago · 411 applicants","On-site
Matches your job preferences, workplace type is On-site.",Reposted 2 weeks ago,On-site
Lead Biostatistician,SCiAN Services,"SCiAN Services · Toronto, ON · 1 month ago · 98 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 month ago,Hybrid
"Senior Data Analyst (Product Team) (Bangkok Based, relocation provided)",Agoda,"Agoda · Montreal, QC · Reposted 1 week ago · 88 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Sr. Intelligence Analyst - Targeted Intrusion, China Mission (Remote)",CrowdStrike,"CrowdStrike · Nova Scotia, Canada · Reposted 2 weeks ago · 34 applicants",Remote,Reposted 2 weeks ago,Full-time
"Lead Data Analyst – Marketing Strategy & Analytics (Bangkok-based, relocation provided)",Agoda,"Agoda · Montreal, QC · 5 days ago · 10 applicants","Full-time
Matches your job preferences, job type is Full-time.",5 days ago,Full-time
Business Intelligence Analyst - Marketing Specialist,Pinnacle,"Pinnacle · Toronto, ON · 1 week ago · 167 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
"Data Analyst, People Insights",Hatch,"Hatch · Mississauga, ON · 1 day ago · 95 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 day ago,On-site
Analyste en intelligence d'affaires,Promutuel Assurance,"Promutuel Assurance · Québec, QC · 1 week ago · 17 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
Cloud Data Analyst (Hybrid),Scotiabank,"Scotiabank · Scarborough, ON · Reposted 1 day ago · 157 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 1 day ago,Hybrid
Analyste en intelligence d'affaires,InnovMetric,"InnovMetric · Québec, QC · 4 weeks ago · 175 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",4 weeks ago,Hybrid
Senior Biostatistician,Everest Clinical Research,"Everest Clinical Research · Markham, ON · 2 weeks ago · 12 applicants",Remote,2 weeks ago,Full-time
Lead Systems Analyst - HR systems,OpenText,"OpenText · Mississauga, ON · Reposted 1 week ago · 59 applicants","On-site
Matches your job preferences, workplace type is On-site.",Reposted 1 week ago,On-site
Cloud Data Analyst (Hybrid),Scotiabank,"Scotiabank · Toronto, ON · Reposted 1 day ago · 236 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 1 day ago,Hybrid
Online Data Analyst,TELUS International AI Data Solutions,"TELUS International AI Data Solutions · Windsor, ON · 1 week ago · 136 applicants",Remote,1 week ago,Hybrid
Senior Data Analyst,Cenovus Energy,"Cenovus Energy · Calgary, AB · 1 week ago · 105 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
"Directeur(trice), normes professionnelles en certification méthodologie (national,bilingue, hybride)",MNP,"MNP · Sherbrooke, QC · Reposted 1 week ago · 0 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Directeur(trice), normes professionnelles en certification méthodologie (national,bilingue, hybride)",MNP,"MNP · Rouyn-Noranda, QC · Reposted 1 week ago · 1 applicant","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Directeur(trice), normes professionnelles en certification méthodologie (national,bilingue, hybride)",MNP,"MNP · Val-d’Or, QC · Reposted 1 week ago · 4 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Directeur(trice), normes professionnelles en certification méthodologie (national,bilingue, hybride)",MNP,"MNP · Montreal, QC · Reposted 1 week ago · 0 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
Data Governance Analyst - Summer 2024 Co-Op/Intern,Definity,"Definity · Toronto, ON · 1 week ago · 65 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
Data Governance Analyst - Summer 2024 Co-Op/Intern,Definity,"Definity · Waterloo, ON · 1 week ago · 45 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
"Data Analyst, Payroll Implementation",Magna International,"Magna International · Aurora, ON · 1 week ago · 147 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
"Senior Data Analyst (Flights team, Bangkok-based, Relocation provided)",Agoda,"Agoda · Montreal, QC · Reposted 3 weeks ago · 61 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 3 weeks ago,Full-time
"Stagiaire, Analyste quantitatif (automne 2024)- FR",Caisse de dépôt et placement du Québec (CDPQ),"Caisse de dépôt et placement du Québec (CDPQ) · Montreal, QC · 1 week ago · 23 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
Data business analyst,Cirque du Soleil Entertainment Group,"Cirque du Soleil Entertainment Group · Montreal, QC · 4 days ago · 159 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",4 days ago,Hybrid
Business Intelligence Analyst - Marketing,BettingJobs,"BettingJobs · Toronto, ON · 1 week ago · 255 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
"Analyst/Senior Analyst (Analytics, Bangkok-based, Relocation provided)",Agoda,"Agoda · Montreal, QC · Reposted 1 week ago · 46 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Senior Data Analyst (Flights team, Bangkok-based, Relocation provided)",Agoda,"Agoda · Vancouver, BC · Reposted 3 weeks ago · 67 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 3 weeks ago,Full-time
"Analyst/Senior Analyst (Analytics, Bangkok-based, Relocation provided)",Agoda,"Agoda · Toronto, ON · Reposted 1 week ago · 106 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Sr. Intelligence Analyst - Targeted Intrusion, China Mission (Remote)",CrowdStrike,"CrowdStrike · Vancouver, BC · Reposted 2 weeks ago · 47 applicants",Remote,Reposted 2 weeks ago,Full-time
Analyste en informations normatives et de marchés,Investissement Québec,"Investissement Québec · Montreal, QC · 1 week ago · 10 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
Sr. Intelligence Analyst - Crypto eCrime (Remote),CrowdStrike,"CrowdStrike · Toronto, ON · Reposted 3 days ago · 68 applicants",Remote,Reposted 3 days ago,Full-time
Analyste de données avancées intermédiaire,BBA Consultants,"BBA Consultants · Montreal, QC · Reposted 2 weeks ago · 210 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 2 weeks ago,Hybrid
Senior Biostatistician,ClinChoice,"ClinChoice · Greater Toronto Area, Canada · Reposted 3 days ago · 16 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 3 days ago,Hybrid
Data Technology Consultant (Tableau/ETL/Talend),Keyrus,"Keyrus · Toronto, ON · 1 day ago · 39 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 day ago,Hybrid
Senior Data Analyst - EAX,Electronic Arts (EA),"Electronic Arts (EA) · Vancouver, BC · 2 days ago · 121 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",2 days ago,Hybrid
"Analyste, Science des données - Chaîne d'approvisionnement",RONA,"RONA · Boucherville, QC · 1 day ago · 9 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 day ago,Hybrid
Master Data Analyst,Insight Global,"Insight Global · Vancouver, BC · 2 weeks ago · 341 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",2 weeks ago,Hybrid
Analyste de données avancées intermédiaire,BBA Consultants,"BBA Consultants · Mont-St-Hilaire, QC · Reposted 2 weeks ago · 133 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 2 weeks ago,Hybrid
Data Analyst - Search Analyst,Peroptyx,Peroptyx · Canada · 1 day ago · 92 applicants,Remote,1 day ago,Hybrid
"Analyste, Intelligence d'affaires",Garaga inc.,"Garaga inc. · St-Georges, QC · 1 week ago · 359 applicants",Remote,1 week ago,Full-time
"Analyst, Gas Market Analytics",NRG Energy,"NRG Energy · Calgary, AB · Reposted 3 days ago · 442 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 3 days ago,Hybrid
SAP Data Engineering Analyst,City of Edmonton,"City of Edmonton · Edmonton, AB · 1 week ago · 29 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
Staff Data Analyst (Product Analytics),Plenty of Fish,"Plenty of Fish · Vancouver, BC · Reposted 3 days ago · 516 applicants","$135,000/yr - $145,000/yr",Reposted 3 days ago,Hybrid
"Enterprise Data Analyst, Integrations",Strathcona County,Strathcona County · Greater Edmonton Metropolitan Area · 2 weeks ago · 76 applicants,"CA$97,388.20/yr - CA$121,739.80/yr",2 weeks ago,Hybrid
"Data Analyst (Bangkok Based, relocation provided)",Agoda,"Agoda · Toronto, ON · Reposted 1 week ago · 530 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
Data Analyst Therapeutic Endoscopy,"St. Joseph's Health Centre, Toronto","St. Joseph's Health Centre, Toronto · Toronto, ON · 4 days ago · 167 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",4 days ago,Hybrid
"Analyste – Données et Analytique (Administrateur de déploiement) /Analyst, Data & Analytics (Release Admin)",Air Canada,"Air Canada · Dorval, QC · 1 week ago · 97 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
Analyste de données,FX Innovation,"FX Innovation · Montreal, QC · 2 days ago · 41 applicants","On-site
Matches your job preferences, workplace type is On-site.",2 days ago,On-site
Lead Quantitative Researcher,Bullish,"Bullish · Greater Toronto Area, Canada · Reposted 1 week ago · 126 applicants","On-site
Matches your job preferences, workplace type is On-site.",Reposted 1 week ago,On-site
"Sr. Intelligence Analyst - Targeted Intrusion, China Mission (Remote)",CrowdStrike,"CrowdStrike · Calgary, AB · Reposted 2 weeks ago · 37 applicants",Remote,Reposted 2 weeks ago,Full-time
Reporting and Analytics Senior Analyst,Equinix,"Equinix · Toronto, ON · 1 week ago · 131 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
"Senior Business Data Analyst, Marketing Planning & Analysis",McAfee,"McAfee · Ontario, Canada · 5 days ago · 160 applicants",Remote,5 days ago,Full-time
Principal Biostatistician,Everest Clinical Research,"Everest Clinical Research · Markham, ON · 2 weeks ago · 27 applicants",Remote,2 weeks ago,Full-time
Data Analysis Trainee,ENTEGRA,"ENTEGRA · Woodbridge, ON · Reposted 3 days ago · 198 applicants","On-site
Matches your job preferences, workplace type is On-site.",Reposted 3 days ago,On-site
SAP Data Analyst,CGI,"CGI · Montreal, QC · 1 day ago · 34 applicants","Full-time
Matches your job preferences, job type is Full-time.",1 day ago,Full-time
"Senior Analyst, Cancer Screening Analytics (Temporary Full Time 2 year Contract)",Ontario Health | Santé Ontario,"Ontario Health | Santé Ontario · Toronto, ON · 2 weeks ago · 85 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",2 weeks ago,Hybrid
BI Analyst - Marketing,The People Network,"The People Network · North York, ON · 5 days ago · 181 applicants","CA$70,000/yr - CA$95,000/yr",5 days ago,Hybrid
Media Insights Analyst,dentsu,"dentsu · Toronto, ON · 1 day ago · 89 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 day ago,Hybrid
Analyste de données de fiabilité et de maintenance d'avions,BOMBARDIER,"BOMBARDIER · Dorval, QC · Reposted 1 week ago · 106 applicants","On-site
Matches your job preferences, workplace type is On-site.",Reposted 1 week ago,On-site
Business Intelligence Analyst,HR Associates,"HR Associates · Greater Toronto Area, Canada · 2 days ago · 95 applicants","On-site
Matches your job preferences, workplace type is On-site.",2 days ago,On-site
Analyste en intelligence d'affaires,Promutuel Assurance,"Promutuel Assurance · Longueuil, QC · 1 week ago · 11 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
Sr. Data Business Analyst,Insight Global,"Insight Global · Vancouver, BC · 1 week ago · 168 applicants","CA$120,000/yr - CA$145,000/yr",1 week ago,Hybrid
Senior Business Intelligence Analyst,Grammarly,"Grammarly · Toronto, ON · Reposted 1 week ago · 201 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 1 week ago,Hybrid
Enterprise Risk Analytics Analyst (Remote),Brex,Brex · Canada · 4 days ago · 259 applicants,Remote,4 days ago,Full-time
Power BI Developer (Consultant),Apex Systems,"Apex Systems · Mississauga, ON · 1 week ago · 241 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
"Senior Analyst, Data Sourcing",RBC,"RBC · Toronto, ON · 4 days ago · 65 applicants","Full-time
Matches your job preferences, job type is Full-time.",4 days ago,Full-time
Cloud RAN Business Insights Analyst Coop - Summer 2024,Ericsson,"Ericsson · Ottawa, ON · Reposted 2 weeks ago · 183 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 2 weeks ago,Full-time
Health Information Analyst,Ericsson,"Ericsson · Ottawa, ON · Reposted 2 weeks ago · 183 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 2 weeks ago,Full-time
Records and Information Analyst,York Region (The Regional Municipality of York),"York Region (The Regional Municipality of York) · Newmarket, ON · 1 week ago · 53 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
"Systems Process Analyst Co-op - Architecture, Data & Analytics (8 Months)",CIBC,"CIBC · Toronto, ON · 1 day ago · 12 applicants","Full-time
Matches your job preferences, job type is Full-time.",1 day ago,Full-time
Sales and Operations Planning (S&OP) Business Analyst,BRP,"BRP · Sherbrooke, QC · 1 day ago · 17 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 day ago,Hybrid
Online Data Analyst,TELUS International AI Data Solutions,"TELUS International AI Data Solutions · Red Deer, AB · 1 week ago · 100 applicants",Remote,1 week ago,Hybrid
Information Management Analyst,ICES,"ICES · Toronto, ON · 2 days ago · 42 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",2 days ago,Hybrid
"Senior Financial Analyst - Financial Planning, Forecasting and Analytics",BMO,"BMO · Toronto, ON · 3 days ago · 91 applicants","Full-time
Matches your job preferences, job type is Full-time.",3 days ago,Full-time
SAP Data Analyst - Western Canada CIC,IBM,"IBM · Calgary, AB · 2 weeks ago · 79 applicants","Full-time
Matches your job preferences, job type is Full-time.",2 weeks ago,Full-time
Business Analyst / Data Analyst Financial Accounting,LTI - Larsen & Toubro Infotech,"LTI - Larsen & Toubro Infotech · Mississauga, ON · Reposted 1 day ago · 1,337 applicants","CA$100,000/yr - CA$130,000/yr",Reposted 1 day ago,On-site
Online Data Analyst,TELUS International AI Data Solutions,"TELUS International AI Data Solutions · Oshawa, ON · 1 week ago · 80 applicants",Remote,1 week ago,On-site
Online Data Analyst,TELUS International AI Data Solutions,"TELUS International AI Data Solutions · Lethbridge, AB · 1 week ago · 92 applicants",Remote,1 week ago,On-site
"Data Analyst, Investment Data Analytics","Connor, Clark & Lunn Financial Group (CC&L)","Connor, Clark & Lunn Financial Group (CC&L) · Vancouver, BC · Reposted 1 week ago · 379 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 1 week ago,Hybrid
Strategic Intelligence Analyst,George Brown College,"George Brown College · Toronto, ON · 5 days ago · 63 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",5 days ago,Hybrid
Data Analyst Student - Summer 2024,"J.D. Irving, Limited","J.D. Irving, Limited · Dieppe, NB · 1 day ago · 32 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 day ago,On-site
Fashion Merchandising Data Analyst,CHANEL,"CHANEL · Toronto, ON · Reposted 3 weeks ago · 2,049 applicants","On-site
Matches your job preferences, workplace type is On-site.",Reposted 3 weeks ago,On-site
Data Centre Analyst,TransLink,"TransLink · Greater Vancouver, BC · 4 weeks ago · 240 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",4 weeks ago,Hybrid
Senior Data Analyst (Fixed Term),Sun Life,"Sun Life · Toronto, ON · 1 day ago · 39 applicants","Full-time
Matches your job preferences, job type is Full-time.",1 day ago,Full-time
Human Resources Business Intelligence Analyst,Mondelēz International,Mondelēz International · Canada · 2 days ago · 134 applicants,Remote,2 days ago,Full-time
Risk & Trading Insights Analyst,theScore,"theScore · Toronto, ON · Reposted 5 days ago · 1,534 applicants","On-site
Matches your job preferences, workplace type is On-site.",Reposted 5 days ago,On-site
Data Analyst and Engineer,ALDO Group,"ALDO Group · Montreal, QC · 1 week ago · 98 applicants","Full-time
Matches your job preferences, job type is Full-time.",1 week ago,Full-time
Online Data Analyst,TELUS International AI Data Solutions,"TELUS International AI Data Solutions · London, ON · 1 week ago · 136 applicants",Remote,1 week ago,Full-time
"Strategic Insights Analyst, Co-op",Loblaw Companies Limited,"Loblaw Companies Limited · Brampton, ON · Reposted 18 hours ago · 132 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 18 hours ago,Hybrid
SAP Analytics Consultant,IBM,"IBM · Fredericton, NB · Reposted 1 week ago · 36 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Analyste, Intelligence des données de la chaîne d'approvisionnement/Analyst, Supply Chain Data Intelligence",McKesson,"McKesson · Montreal, Quebec, Canada · 1 week ago · 44 applicants","Full-time
Matches your job preferences, job type is Full-time.",1 week ago,Full-time
"Analyste, Intelligence d’affaires - Business Intelligence Analyst",Solotech Inc.,"Solotech Inc. · Montreal, QC · 5 days ago · 48 applicants","On-site
Matches your job preferences, workplace type is On-site.",5 days ago,On-site
"Simplii Financial, Insights Analyst Summer 2024 Co-Op",CIBC,"CIBC · Toronto, ON · 3 days ago · 57 applicants","Full-time
Matches your job preferences, job type is Full-time.",3 days ago,Full-time
BI Reporting Analyst/Developer***Analyste/développeur de Rapports BI,IPEX by Aliaxis,"IPEX by Aliaxis · Montreal, QC · 4 days ago · 66 applicants","On-site
Matches your job preferences, workplace type is On-site.",4 days ago,On-site
GIS Data Analyst,Niagara Region,"Niagara Region · Thorold, ON · 1 week ago · 104 applicants","CA$73,310/yr - CA$86,250/yr",1 week ago,Hybrid
SAP Analytics Consultant,IBM,"IBM · Calgary, AB · Reposted 5 days ago · 51 applicants","On-site
Matches your job preferences, workplace type is On-site.",Reposted 5 days ago,On-site
Information Management Analyst,Ontario Securities Commission,"Ontario Securities Commission · Toronto, ON · 5 days ago · 28 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",5 days ago,Hybrid
"Technical Analyst, Valuations and Analytics",Oxford Properties Group,"Oxford Properties Group · Toronto, ON · 3 days ago · 52 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",3 days ago,Hybrid
"CIBC - Quantitative Analyst, Multi-Asset and Currency Management - Montreal - Bilingual",CIBC,"CIBC · Montreal, QC · 1 day ago · 14 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 day ago,On-site
Workday Reporting & Analytics Principal Consultant,"Collaborative Solutions, LLC","Collaborative Solutions, LLC · Toronto, ON · 3 days ago · 39 applicants",Remote,3 days ago,Full-time
"Business Analyst, Treasury Business Initiatives and Analytics (Summer 2024 Co-Op)",CIBC,"CIBC · Toronto, ON · 1 week ago · 132 applicants","Full-time
Matches your job preferences, job type is Full-time.",1 week ago,Full-time
"Analyst, Treasury Data Operations",CIBC,"CIBC · Toronto, ON · 2 days ago · 67 applicants","Full-time
Matches your job preferences, job type is Full-time.",2 days ago,Full-time
Senior Financial Planning & Analysis Consultant,Co-operators,"Co-operators · Guelph, ON · 1 week ago · 71 applicants",Remote,1 week ago,Full-time
"XVA Quant, Associate Director, Global Banking and Markets - Toronto, ON",Scotiabank,"Scotiabank · Toronto, ON · Reposted 1 day ago · 14 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 1 day ago,Hybrid
"V.I.E Governance, Risk and Compliance - Data analyst and Visualization",Societe Generale,"Societe Generale · Montreal, QC · Reposted 2 weeks ago · 286 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 2 weeks ago,Hybrid
Business Analyst III - Data Governance,Seaspan ULC,"Seaspan ULC · North Vancouver, BC · Reposted 2 days ago · 26 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 2 days ago,Hybrid
Online Data Analyst,TELUS International AI Data Solutions,"TELUS International AI Data Solutions · Surrey, BC · 1 week ago · 135 applicants",Remote,1 week ago,Hybrid
SAP Analytics Consultant,IBM,"IBM · Montreal, QC · Reposted 1 week ago · 48 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Analyst/Senior Associate, AML Analytics - Financial Engineering & Modeling (FEM)",Deloitte,"Deloitte · Toronto, ON · Reposted 2 weeks ago · 189 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 2 weeks ago,Full-time
Senior Data Business Analyst,Covers,"Covers · Greater Toronto Area, Canada · 1 day ago · 78 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 day ago,Hybrid
Marketing Data Analyst Intern / Co-Op,TD,"TD · Toronto, ON · 2 weeks ago · 241 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",2 weeks ago,Hybrid
"Sr. Business Analyst - People, Strategy & Analytics",Capital One,"Capital One · Toronto, ON · Reposted 19 hours ago · 721 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 19 hours ago,Full-time
SR Global HR Retail Business Analyst,Insight Global,Insight Global · Canada · 1 day ago · 72 applicants,CA$55/hr - CA$65/hr,1 day ago,Full-time
Senior Data Analyst,Sport Chek,"Sport Chek · Calgary, AB · Reposted 1 day ago · 71 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 1 day ago,Hybrid
AltaGas - Sr Financial Analyst - Data Models (10 Month Term),AltaGas Ltd.,"AltaGas Ltd. · Calgary, AB · 4 days ago · 9 applicants","On-site
Matches your job preferences, workplace type is On-site.",4 days ago,On-site
"Senior Analyst, Technical Data Steward",Canada Mortgage and Housing Corporation (CMHC) Société canadienne d'hypothèques et de logement(SCHL),"Canada Mortgage and Housing Corporation (CMHC) Société canadienne d'hypothèques et de logement(SCHL) · Ottawa, ON · 1 week ago · 67 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
Analyste-programmeur BI,Momentum technologies,"Momentum technologies · Québec, QC · 1 week ago · 65 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
Analyst/Senior Associate - Quantitative Market Risk Models - Financial Engineering & Modelling (FEM),Deloitte,"Deloitte · Toronto, ON · Reposted 2 weeks ago · 287 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 2 weeks ago,Full-time
"Principal Pricing Intelligence Analyst, Lodging",Hopper,"Hopper · Toronto, ON · Reposted 2 weeks ago · 247 applicants",Remote,Reposted 2 weeks ago,Full-time
SAP HANA Analytics Consultant,IBM,"IBM · Calgary, AB · Reposted 2 weeks ago · 34 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 2 weeks ago,Full-time
SAP HANA Analytics Consultant,IBM,"IBM · Halifax, NS · Reposted 2 weeks ago · 24 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 2 weeks ago,Full-time
Asset Analytics & Analysis Advisor,BBA Consultants,"BBA Consultants · Toronto, ON · Reposted 1 week ago · 170 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 1 week ago,Hybrid
SAP Analytics Consultant,IBM,"IBM · Ottawa, ON · Reposted 1 week ago · 66 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Principal Pricing Intelligence Analyst, Lodging",Hopper,"Hopper · Montreal, QC · Reposted 2 weeks ago · 152 applicants",Remote,Reposted 2 weeks ago,Full-time
"Senior BI Analyst, SEO Analytics",Shutterstock,"Shutterstock · Ontario, Canada · Reposted 1 week ago · 437 applicants",Remote,Reposted 1 week ago,Full-time
Senior Business Analyst - Strategy and Analytics,Capital One,"Capital One · Toronto, ON · 3 days ago · 155 applicants","Full-time
Matches your job preferences, job type is Full-time.",3 days ago,Full-time
Sr. Analyst- Pricing & Assortment Analytics,NielsenIQ,"NielsenIQ · Toronto, ON · 3 days ago · 101 applicants",Remote,3 days ago,Full-time
"Bi-Lingual Analyst, IT Support",Norsk Hydro,"Norsk Hydro · Mississauga, ON · 1 week ago · 105 applicants","On-site
Matches your job preferences, workplace type is On-site.",1 week ago,On-site
Senior BI Developer/Analyst,Colliers,"Colliers · Toronto, ON · Reposted 1 week ago · 810 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
"Analyst, Portfolio Construction & Investment Risk Analytics",University Pension Plan Ontario,"University Pension Plan Ontario · Toronto, ON · 1 week ago · 229 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
"Senior Analyst, HR Technology (Reporting & Data Governance)",Mark Anthony Group,"Mark Anthony Group · Vancouver, BC · Reposted 1 day ago · 276 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 1 day ago,Hybrid
Sr Business Insights Analyst- EN,TD,"TD · Toronto, ON · 1 day ago · 21 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 day ago,Hybrid
"Analyste développeur, intelligence d'affaires",BRP,BRP · Greater Montreal Metropolitan Area · Reposted 17 hours ago · 145 applicants,"Hybrid
Matches your job preferences, workplace type is Hybrid.",Reposted 17 hours ago,Hybrid
Senior Data Analyst - Mobile,Electronic Arts (EA),"Electronic Arts (EA) · Vancouver, BC · 1 week ago · 114 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 week ago,Hybrid
Senior Business Analyst - Strategy and Analytics,Capital One,"Capital One · Toronto, ON · Reposted 1 week ago · 964 applicants","Full-time
Matches your job preferences, job type is Full-time.",Reposted 1 week ago,Full-time
Sr Business Insights Analyst,TD,"TD · Toronto, ON · 1 day ago · 22 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 day ago,Hybrid
Online Data Analyst,TELUS International AI Data Solutions,"TELUS International AI Data Solutions · Saskatoon, SK · 1 week ago · 79 applicants",Remote,1 week ago,Hybrid
"Sr. Business Analyst - People, Strategy & Analytics",Capital One,"Capital One · Toronto, ON · 3 days ago · 136 applicants","Full-time
Matches your job preferences, job type is Full-time.",3 days ago,Full-time
"Senior Data Analyst, Performance Marketing",Groupe Dynamite,"Groupe Dynamite · Montreal, QC · 1 day ago · 29 applicants","Hybrid
Matches your job preferences, workplace type is Hybrid.",1 day ago,Hybrid
